

,,xiya:LeftElbow1,,,xiya:LeftElbow2,,,xiya:LeftElbow3,,,xiya:LeftHand1,,,xiya:LeftHand2,,,xiya:LeftHand3,,,xiya:RightElbow1,,,xiya:RightElbow2,,,xiya:RightElbow3,,,xiya:RightHand1,,,xiya:RightHand2,,,xiya:RightHand3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
1037,0,-325.456,64.3978,1426.8,-348.637,105.327,1375.7,-411.525,68.6238,1480.52,-497.497,73.7456,1523.81,-533.458,83.9916,1559.09,-507.688,125.439,1531.18,400.49,60.8946,1455.62,426.541,79.5852,1397.26,493.039,60.0971,1526.47,576.572,38.2698,1555.35,618.236,44.6915,1591.11,578.261,94.0353,1575.37
1038,0,-325.387,64.039,1426.57,-348.511,104.89,1375.46,-411.619,69.0376,1480.1,-498.046,73.1563,1524.06,-533.359,84.1811,1558.97,-507.479,125.716,1530.88,400.305,60.6701,1456.08,426.478,79.887,1398.06,492.247,60.0639,1527.47,576.047,38.2255,1556.89,617.848,44.7399,1592.4,577.42,93.7948,1577.03
1039,0,-325.552,63.661,1426.14,-348.526,104.622,1374.85,-411.845,69.0796,1479.32,-498.124,73.5515,1523.26,-533.449,84.5418,1558.24,-507.365,126.376,1530,400.279,60.5743,1456.4,426.487,80.0507,1398.39,491.889,60.1564,1528.26,575.8,38.1604,1557.82,617.574,44.6299,1593.54,577.012,93.6459,1578.05
1040,0,-325.744,63.4643,1425.16,-348.554,104.568,1373.74,-412.271,69.5138,1478.06,-499.472,73.8041,1522.23,-534.073,85.4248,1556.5,-507.799,126.779,1528.6,400.44,60.5749,1456.49,426.755,80.1348,1398.52,491.968,60.1644,1528.49,575.928,38.2618,1558.13,617.609,44.7217,1593.91,576.943,93.6317,1578.37
1041,0,-326.117,63.3971,1423.55,-348.542,104.505,1372.12,-412.954,69.7022,1476.75,-499.468,75.7548,1519.73,-534.431,86.3365,1554.6,-508.061,127.724,1526.51,400.731,60.6314,1456.28,427.061,80.3975,1398.45,492.344,60.3224,1528.34,576.202,38.5536,1557.94,617.962,45.0723,1593.69,577.185,93.9675,1578.3
1042,0,-326.598,63.4169,1422,-348.71,104.476,1370.62,-413.895,69.8812,1474.61,-500.832,75.7922,1518.02,-535.433,87.6464,1551.98,-508.675,128.68,1523.81,401.205,60.7512,1455.95,427.443,80.7782,1398.1,492.993,60.5553,1527.73,576.555,39.0976,1557.22,618.352,45.6704,1593.03,577.579,94.512,1577.71
1043,0,-327.473,63.3103,1420.34,-348.819,104.779,1368.27,-414.561,70.6783,1472.07,-502.095,76.5315,1514.73,-536.736,88.7771,1548.43,-509.321,129.331,1520.65,401.779,60.933,1455.43,428.001,81.3037,1397.33,493.888,60.7076,1526.78,577.48,39.627,1555.96,619.045,46.3962,1591.92,578.479,95.1186,1576.48
1044,0,-328.044,63.4815,1417.86,-349.064,104.965,1366.06,-415.6,71.5961,1469.07,-503.141,78.2348,1510.86,-538.322,89.9476,1544.54,-510.764,130.946,1517.25,402.559,61.2306,1454.34,428.509,81.8911,1396.01,494.756,61.2206,1525.56,578.733,40.4443,1554.35,619.824,47.1484,1590.3,579.363,95.9899,1574.97
1045,0,-329.152,63.4452,1415.73,-348.933,105.524,1363.2,-416.964,72.7462,1466.09,-504.793,79.2306,1506.83,-539.971,91.7937,1540.26,-511.953,132.26,1512.79,403.307,61.39,1452.91,428.773,82.1935,1394.74,495.388,62.593,1523.8,579.811,41.5241,1552.52,621.654,48.7124,1588.22,580.311,96.7971,1572.79
1046,0,-329.83,63.7555,1412.62,-349.3,105.929,1360.11,-417.963,73.7672,1461.91,-507.25,79.5721,1503,-542.016,93.9483,1535.06,-513.202,133.922,1507.92,403.959,61.6417,1451.47,429.142,82.459,1393.25,496.871,62.888,1521.99,581.376,42.6679,1550.23,623.041,50.0446,1585.54,581.963,98.3424,1570.59
1047,0,-329.841,65.2538,1408.89,-349.465,106.366,1356.97,-419.514,74.8641,1457.88,-506.614,84.1245,1497.02,-544.218,96.0799,1529.36,-515.29,136.38,1503.07,405.171,62.0176,1449.66,429.73,83.0255,1390.71,498.698,63.9155,1519.67,583.149,44.2416,1547.57,625.245,51.6854,1582.65,583.6,99.5396,1567.41
1048,0,-331.221,65.6927,1405.91,-349.557,107.126,1353.4,-421.515,75.7942,1453.59,-510.063,84.6807,1492.22,-546.646,98.4174,1523.52,-516.745,138.176,1496.75,406.345,62.3821,1447.45,430.42,83.4591,1388.84,499.937,64.9999,1516.74,584.992,45.8842,1544.08,627.041,53.6413,1578.98,585.366,101.312,1563.93
1049,0,-332.493,66.0621,1402.11,-349.636,107.965,1349.48,-422.757,77.3816,1448.79,-511.459,88.3467,1485.42,-549.268,101.091,1516.92,-518.564,139.889,1490.58,407.51,62.7608,1445.16,430.851,83.828,1385.76,501.881,66.1836,1513.82,587.348,47.588,1540.22,629.98,55.7676,1574.76,587.482,103.214,1559.93
1050,0,-334.356,66.0797,1398.56,-349.912,108.835,1345.18,-423.462,80.4809,1442.81,-513.702,89.8551,1479.14,-551.497,103.752,1509.92,-520.803,142.662,1483.6,409.069,63.2095,1442.42,431.784,84.1331,1383.14,503.904,67.4556,1510.31,589.865,49.2828,1535.72,632.178,57.988,1569.95,589.606,104.665,1555.51
1051,0,-335.553,67.0992,1394.33,-350.216,109.759,1340.65,-426.541,80.4359,1438.03,-515.959,92.2955,1472.19,-554.138,106.379,1502.34,-522.602,145.111,1476.63,410.456,63.4186,1439.22,432.542,84.4823,1379.66,506.41,68.8345,1506.16,592.459,51.4164,1531.04,635.184,60.2909,1564.78,591.898,106.901,1550.18
1052,0,-336.495,68.5303,1389.69,-350.513,111.017,1335.56,-428.318,82.1245,1431.97,-518.557,94.5559,1465.02,-556.765,109.38,1493.95,-524.709,147.283,1468.29,412.27,63.9699,1435.76,433.117,84.8282,1375.87,508.578,70.4459,1501.57,595.289,53.48,1525.7,638.494,62.98,1558.63,594.607,109.188,1544.64
1053,0,-336.865,70.1266,1383.91,-350.706,111.758,1330.36,-430.352,84.0806,1425.55,-520.699,97.6942,1456.53,-559.441,112.566,1485.4,-526.673,150.338,1459.75,413.917,64.3332,1432.03,434.409,85.2368,1371.47,511.488,71.8676,1496.6,598.243,55.8037,1519.55,641.239,65.5364,1552.34,597.06,111.282,1538.09
1054,0,-338.088,71.314,1378.48,-350.941,112.95,1324.52,-431.945,86.2122,1418.45,-522.986,100.412,1447.84,-562.156,114.981,1475.63,-528.92,152.847,1450.66,415.687,64.87,1427.96,434.928,85.3183,1367.11,513.636,73.6787,1491.07,601.424,58.1785,1512.64,644.463,68.4335,1545.15,600.335,113.818,1531.36
1055,0,-341.259,70.6618,1374.02,-350.877,113.574,1318.72,-434.074,88.2219,1410.63,-525.4,103.518,1438.33,-564.477,118.612,1465.81,-530.515,155.92,1440.98,417.595,65.4496,1423.25,435.819,86.2153,1362.12,516.844,74.994,1484.74,604.913,60.7089,1505.33,648.183,71.4996,1537.04,603.452,116.262,1523.86
1056,0,-339.08,75.1637,1365.51,-350.677,114.77,1312.32,-435.756,90.1602,1402.5,-527.389,106.243,1428.41,-567.097,121.556,1454.89,-532.261,158.169,1430.67,419.564,65.9245,1418.16,436.577,86.2846,1356.75,519.407,76.6595,1478.52,608.443,63.3587,1497.14,652.103,74.4635,1528.36,606.17,118.969,1515.67
1057,0,-340.29,76.2097,1359.29,-350.306,115.778,1305.68,-437.598,92.1566,1393.97,-529.836,109.024,1417.78,-569.39,125.49,1443.59,-533.906,161.235,1419.85,421.716,66.1097,1412.77,437.441,87.1463,1350.88,522.132,78.3429,1471.13,611.884,65.9178,1488.29,655.795,77.8937,1518.39,609.682,121.827,1506.68
1058,0,-341.492,77.3997,1352.95,-350.135,116.99,1298.8,-439.619,94.4332,1385.34,-531.903,111.916,1406.85,-572.349,128.966,1431.88,-535.48,164.15,1408.28,423.355,66.9407,1407.18,437.838,87.3799,1345.09,526.645,79.9706,1462.62,615.566,68.7674,1478.75,659.27,80.9925,1508.44,612.891,124.585,1497.16
1059,0,-342.523,78.5104,1346.3,-349.591,118.249,1291.93,-441.014,96.5497,1375.53,-533.488,115.355,1394.67,-574.189,132.063,1419.3,-537.319,167.262,1396.72,425.318,67.4773,1400.81,438.547,88.0309,1338.88,529.11,81.5232,1455.19,619.088,71.5144,1468.28,663.055,84.5268,1497.22,615.795,127.483,1486.6
1060,0,-343.343,79.5658,1339.13,-348.94,119.513,1284.18,-442.227,98.9472,1365.97,-535.592,118,1383.19,-576.496,135.541,1406.06,-538.611,170.07,1384.37,426.965,68.122,1393.95,438.545,88.5092,1331.82,531.949,83.6774,1445.9,622.469,74.6329,1457.73,666.884,88.2662,1485.46,619.208,130.62,1475.9
1061,0,-344.05,80.7566,1331.58,-348.257,120.87,1276.69,-443.64,100.889,1356.4,-536.798,121.308,1370.77,-578.433,139.861,1392.72,-539.553,173.202,1371.86,428.897,68.406,1386.71,439.004,88.9185,1324.76,534.833,85.3999,1436.83,625.782,77.6794,1446.11,670.45,92.0917,1472.95,621.968,133.627,1464.05
1062,0,-344.704,81.9384,1323.82,-346.99,121.764,1268.98,-444.837,103.032,1345.74,-537.689,124.194,1357.9,-580.061,143.387,1378.86,-540.137,176.258,1358.94,430.463,68.9407,1379.46,438.83,89.1757,1317.19,538.026,87.0172,1426.71,628.778,80.7581,1434.05,673.063,96.0002,1460.14,624.629,136.873,1452.08
1063,0,-345.144,82.9981,1315.62,-345.751,122.892,1260.48,-445.046,104.971,1334.41,-538.596,127.793,1345.02,-580.932,146.609,1364.17,-540.552,179.604,1345.54,432.105,69.3883,1371.89,438.755,89.5591,1309.22,540.488,89.1009,1415.79,631.619,83.9848,1421.2,677.158,99.7726,1445.79,626.927,139.975,1439.21
1064,0,-345.265,84.0139,1307.03,-344.139,123.875,1252.11,-445.535,107,1323.17,-538.917,131.048,1331.06,-581.541,150.174,1349.46,-540.346,182.46,1331.49,433.511,69.6905,1363.97,438.543,89.97,1301.09,543.049,91.4079,1404.79,634.639,86.9368,1407.47,680.054,103.664,1430.91,629.738,143.258,1425.52
1065,0,-345.281,84.9348,1298.27,-342.324,125.047,1243.42,-445.664,109.034,1311.3,-538.993,133.911,1316.85,-581.562,153.472,1333.63,-539.322,185.309,1317.09,434.751,70.2391,1355.68,437.849,90.4434,1292.9,545.187,93.3177,1393.32,637.304,90.135,1393.08,682.381,107.537,1415.67,631.833,146.333,1411.08
1066,0,-344.995,85.9558,1289.52,-340.185,125.497,1234.57,-445.594,110.932,1299.19,-538.937,136.848,1301.75,-581.077,156.293,1317.78,-538.396,188.12,1302.38,435.923,71.1393,1347.19,437.12,91.1042,1284.23,548.037,95.128,1380.91,639.306,93.4138,1378.48,684.458,112.098,1399.28,633.631,149.608,1396.29
1067,0,-344.366,86.9248,1280.65,-337.815,126.189,1225.66,-445.066,112.708,1287.07,-538.182,139.106,1286.76,-580.64,160.024,1301.71,-537.238,190.957,1287.56,436.881,71.5556,1338.58,436.024,91.3525,1275.47,549.709,97.309,1368.63,640.85,97.6591,1362.83,686.713,115.977,1382.21,635.091,152.929,1381.02
1068,0,-343.348,87.8724,1271.54,-334.969,126.98,1216.74,-444.073,114.629,1274.89,-536.849,141.574,1271.45,-579.468,162.956,1285.02,-535.441,193.54,1271.9,437.502,71.842,1329.48,434.8,91.6396,1266.29,550.695,99.6664,1355.89,641.868,100.551,1347.37,688.008,120.064,1364.9,635.935,156.271,1365.07
1069,0,-343.869,87.7323,1264.01,-331.86,127.734,1207.53,-442.801,116.516,1262.54,-535.631,144.143,1256.22,-578.154,165.926,1268.31,-533.234,196.118,1256.28,438.019,72.4382,1320,433.216,92.0923,1256.71,551.819,101.344,1342.39,642.601,103.039,1332.32,688.9,123.859,1347.61,636.173,159.664,1348.76
1070,0,-342.444,89.2718,1254.49,-328.412,128.917,1198.64,-441.268,118.447,1250.05,-533.374,146.742,1240.82,-576.127,168.861,1251.29,-531.154,198.463,1240.59,438.265,72.8958,1310.12,431.269,92.1641,1246.65,552.598,103.74,1328.65,642.692,106.488,1315.42,688.792,127.713,1329.37,636.01,162.838,1332.32
1071,0,-340.422,90.4572,1244.58,-324.933,130.25,1189.34,-439.357,120.373,1237.15,-530.914,148.968,1224.88,-573.517,171.658,1233.89,-528.284,200.906,1224.54,438.336,73.2205,1299.8,428.764,92.7757,1236.46,552.791,105.455,1314.61,642.789,109.709,1297.71,688.612,131.537,1310.49,635.577,165.772,1315.19
1072,0,-338.551,91.6315,1234.97,-321.075,130.763,1180.11,-436.941,122.213,1224.11,-527.789,151.863,1208.82,-569.736,173.833,1216.06,-524.401,203.128,1208.09,437.876,73.6675,1289.36,426.658,92.6257,1226.53,552.458,107.183,1300.12,641.563,112.882,1279.5,687.284,135.185,1291.1,634.285,168.406,1297.49
1073,0,-336.049,92.298,1225.46,-316.929,131.226,1171.03,-434.065,123.631,1210.82,-523.859,154.127,1192.09,-565.528,176.217,1198.06,-518.961,205.362,1190.85,436.954,74.0283,1279.27,423.352,93.7871,1216.34,551.711,109.089,1285.19,639.979,116.045,1261.13,685.625,139.003,1271.72,632.398,171.336,1279.72
1074,0,-332.869,93.0717,1215.87,-312.229,131.265,1162,-430.58,124.885,1197.69,-519.427,155.891,1175.61,-560.419,178.106,1180.03,-513.922,207.278,1174.19,436.385,73.7332,1269.35,420.277,93.3126,1207.07,549.974,111.388,1270.48,637.392,119.113,1242.77,683.208,142.428,1252.05,630.2,174.339,1261.74
1075,0,-329.794,93.572,1206.81,-307.184,131.475,1153.54,-426.167,125.945,1184.79,-513.823,156.737,1159.15,-554.951,180.078,1162.07,-508.02,208.8,1157.98,434.709,74.1608,1258.68,416.973,93.013,1197.07,548.635,113.177,1255.38,634.056,122.294,1224.81,680.161,145.67,1232.77,627.274,177.492,1243.59
1076,0,-325.94,94.3324,1197.73,-301.597,131.078,1144.8,-421.462,126.683,1172.15,-508.538,158.153,1142.82,-549.349,182.283,1144.18,-501.612,209.782,1141.71,432.997,74.6213,1248.31,412.846,93.0511,1186.61,545.216,116.49,1241.31,630.509,125.142,1207.26,675.747,149.463,1212.4,623.24,180.224,1225.31
1077,0,-322.116,94.9199,1188.79,-295.456,131.004,1136.1,-416.883,127.962,1159.55,-501.964,158.927,1126.88,-543.426,184.03,1126.41,-495.582,211.763,1125.56,430.862,75.2538,1237.32,408.525,92.7398,1176.42,542.574,117.671,1226.17,626.223,127.852,1189.86,670.858,152.824,1192.74,618.48,183.381,1206.84
1078,0,-318.028,95.5058,1179.98,-289.575,130.69,1127.57,-411.82,128.999,1147.2,-495.477,160.596,1111.05,-536.196,186.018,1108.48,-488.268,212.694,1109.04,428.092,75.9402,1226.07,403.364,92.5522,1166.29,538.655,120.387,1211.25,621.018,130.638,1171.64,665.446,156.028,1172.62,613.121,185.922,1188.4
1079,0,-313.866,96.0292,1170.98,-283.33,129.965,1119.43,-406.159,129.851,1135.05,-488.934,162.058,1096.06,-528.81,187.44,1091.84,-480.394,213.556,1092.78,425,76.3119,1215.26,398.208,92.5606,1156.29,535.226,121.052,1195.57,615.169,133.112,1153.17,659.325,158.237,1152.38,607.459,188.41,1169.89
1080,0,-309.593,96.3943,1162.28,-276.976,129.62,1111.23,-400.502,130.848,1122.83,-480.872,163.686,1080.53,-520.265,188.327,1074.95,-471.386,214.294,1076.7,421.569,76.401,1204.35,392.376,92.1858,1146.56,529.977,122.962,1180.79,608.194,135.338,1134.35,652.263,161.051,1132.2,600.716,190.472,1151.37
1081,0,-305.068,96.5979,1153.86,-270.094,128.966,1103.5,-393.797,131.465,1110.32,-472.306,164.643,1065.49,-510.481,188.929,1058.26,-462.187,215.102,1060.97,417.829,76.4618,1193.68,386.374,91.6153,1136.71,525.008,123.761,1164.96,600.428,137.553,1115.29,644.081,163.298,1112.23,593.693,191.832,1133.3
1082,0,-299.885,96.6433,1145.65,-264.007,127.673,1095.65,-386.622,131.561,1098.59,-463.394,164.961,1050.44,-501.011,189.354,1042.34,-451.903,215.164,1045.7,413.65,76.8734,1183.66,380.068,91.0343,1127.53,519.343,124.867,1149.96,592.332,139.225,1097.51,635.33,165.041,1092.41,586.026,193.74,1115.29
1083,0,-294.637,96.412,1137.71,-256.979,126.173,1088.71,-379.615,131.503,1087.5,-454.143,164.329,1036.07,-491.041,189.933,1026.37,-442.146,215.087,1031.3,409.078,77.0901,1173.8,373.446,90.0626,1118.56,513.025,126.415,1135.72,583.467,140.519,1080.19,626.282,167.439,1073.44,576.754,195.507,1097.65
1084,0,-289.442,96.3025,1130.35,-249.29,124.87,1082.22,-372.043,131.43,1076.64,-444.236,163.649,1021.88,-481.002,190.31,1010.85,-431.645,214.658,1017.17,404.25,77.3766,1164.13,366.451,88.8497,1110.04,505.582,128.652,1122.32,574.267,142.145,1063.67,616.023,169.107,1054.85,567.417,197.128,1079.95
1085,0,-283.926,95.9393,1122.98,-242.518,123.435,1075.41,-364.602,130.857,1066.13,-435.084,163.119,1008.68,-470.736,190.675,995.869,-421.474,213.929,1003.74,399.251,77.4716,1154.74,359.26,87.6915,1101.91,498.368,129.03,1107.87,564.743,143.677,1047.69,605.253,170.942,1036.53,556.905,198.678,1062.59
1086,0,-278.696,95.7861,1116.23,-235.421,121.635,1069.27,-356.938,130.728,1056.13,-425.065,162.787,995.896,-459.969,190.441,981.56,-410.898,213.419,990.429,394.03,77.7075,1145.6,352.098,86.6409,1094.58,490.456,130.552,1094.58,554.379,145.122,1031.37,593.807,172.671,1017.96,546.167,200.058,1045.85
1087,0,-273.463,95.7189,1109.6,-227.775,120.466,1063.99,-349.142,130.709,1046.61,-415.444,162.936,984.111,-449.125,190.218,968.017,-399.539,212.718,977.401,388.44,77.9574,1136.79,344.4,85.4214,1086.83,481.806,131.905,1081.77,542.968,146.061,1014.96,581.762,173.521,1000.19,534.661,200.878,1029.21
1088,0,-267.868,95.4904,1103.22,-220.213,119.263,1059,-341.286,130.331,1037.28,-404.596,162.281,972.492,-437.949,189.815,954.774,-387.78,211.89,965.106,382.721,78.1647,1128.5,336.849,84.0809,1080.26,474.112,130.636,1067.56,531.026,146.299,999.299,568.58,173.916,983.205,522.626,201.199,1013.17
1089,0,-262.159,95.3596,1097.19,-214.048,118.524,1053.7,-332.91,130.346,1028.63,-393.492,162.125,961.143,-425.765,188.565,942.525,-375.991,210.489,953.657,376.757,78.2558,1120.54,329.33,82.7116,1073.87,464.414,131.711,1055.56,518.431,146.832,984.041,555.357,174.807,966.444,510.135,201.781,997.972
1090,0,-256.079,95.0264,1091.63,-205.66,116.327,1049.36,-324.352,129.466,1020.37,-382.158,161.055,950.649,-413.327,186.946,930.659,-363.689,209.085,942.973,370.992,78.4252,1113.43,321.813,80.8474,1068.05,455.06,132.232,1044.34,505.718,146.614,970.239,541.704,175.853,950.653,496.715,202.234,983.248
1091,0,-249.955,94.5417,1086.98,-197.471,114.739,1045.8,-314.927,128.54,1012.78,-370.36,159.338,940.45,-400.657,185.066,919.232,-351.365,207.306,933.231,365.155,78.4336,1106.63,314.494,79.0673,1062.9,445.768,131.153,1031.68,493.377,146.892,957.547,527.827,175.936,936.001,483.951,202.436,969.577
1092,0,-243.666,93.9822,1082.44,-189.96,113.575,1042.68,-306.123,127.297,1006.38,-358.761,156.881,931.176,-388.179,183.305,908.387,-339.624,205.347,924.456,359.251,78.7683,1100.38,307.119,77.2967,1058.48,435.021,135.074,1023.98,481.076,147.163,945.821,513.958,176.584,922.311,470.351,202.737,956.687
1093,0,-237.323,93.5069,1078.49,-182.329,111.187,1039.93,-297.048,125.817,999.665,-347.689,154.558,922.674,-375.915,182.343,898.34,-327.999,203.228,916.277,353.147,79.3123,1094.9,300.068,75.584,1054.49,424.388,138.259,1016.5,468.941,147.467,935.387,499.434,176.702,910.043,455.942,202.411,944.96
1094,0,-231.504,92.9175,1074.87,-174.886,111.187,1038.31,-288.265,124.563,993.872,-336.369,152.703,914.963,-363.578,180.578,889.469,-316.11,201.601,908.297,347.256,79.7212,1089.85,293.362,74.4195,1051.28,413.83,138.739,1007.99,456.203,147.567,925.44,484.759,176.82,898.285,441.801,202.396,933.997
1095,0,-225.481,92.2724,1071.53,-167.618,108.811,1035.98,-279.737,123.915,988.736,-324.876,151.224,907.995,-351.274,179.455,880.753,-303.982,199.625,901.088,340.625,80.2131,1085.33,286.034,72.2201,1048.21,403.499,138.23,999.807,443.114,147.056,916.408,469.42,176.49,887.62,426.607,201.897,923.952
1096,0,-219.69,91.6535,1068.5,-160.653,108.066,1033.62,-271.398,122.868,983.648,-314.518,150.103,901.746,-338.884,177.681,872.872,-291.787,197.568,894.405,334.251,80.1662,1081.01,278.179,70.8196,1046.08,393.648,137.894,992.513,429.491,146.431,907.967,455.134,175.753,878.282,412.604,201.245,915.741
1097,0,-214.283,90.8596,1065.78,-153.264,105.023,1032.22,-263.32,122.15,979.477,-302.971,149.078,895.824,-326.62,176.347,865.894,-279.632,195.592,888.141,327.07,80.8572,1076.77,270.5,69.279,1044.31,384.288,134.268,984.792,415.75,145.67,900.042,439.899,174.589,869.45,398.581,200.327,907.547
1098,0,-208.625,90.0093,1063.16,-147.026,103.836,1031.03,-254.769,121.48,975.116,-292.35,147.939,890.408,-314.23,174.792,859.339,-267.609,193.606,882.891,320.146,80.9268,1072.82,262.525,67.4551,1042.83,374.856,133.601,978.041,402.34,144.216,893.004,425.378,173.732,861.033,385.537,198.675,901.021
1099,0,-203.403,89.1157,1060.81,-140.864,102.028,1029.93,-246.731,120.504,971.381,-281.154,146.867,885.084,-301.965,173.016,853.005,-256.108,191.902,877.827,313.617,80.7305,1069.32,255.073,66.3275,1041.08,364.321,132.869,973.123,389.573,142.941,886.459,411.802,172.681,853.873,372.69,197.831,894.77
1100,0,-198.286,88.2187,1058.59,-135.106,100.185,1029.01,-238.282,119.728,967.637,-270.761,145.035,880.48,-290.098,171.64,847.306,-244.927,190.296,873.567,306.812,81.0412,1065.85,247.546,66.3025,1039.57,352.375,136.716,970.058,376.858,142.009,880.336,398.098,171.442,846.901,360.3,196.711,889.231
1101,0,-193.265,87.0547,1056.37,-129.778,98.3168,1028.25,-230.939,118.491,964.66,-260.297,143.266,875.932,-278.776,169.989,842.025,-233.681,188.15,869.561,300.648,81.4211,1062.78,240.677,65.5774,1038.12,345.529,131.727,962.757,364.372,141.531,874.991,384.311,170.518,840.252,348.076,195.968,883.674
1102,0,-188.484,85.909,1054.31,-124.897,96.4357,1027.63,-223.892,117.44,961.746,-250.975,141.698,871.645,-267.747,168.58,836.87,-223.731,186.645,865.807,294.82,81.6216,1059.97,234.164,64.9722,1036.83,332.989,136.867,961.626,352.775,140.431,870.268,371.573,169.74,835.019,336.5,195.1,878.757
1103,0,-184.157,84.9489,1052.28,-120.476,94.5528,1027.15,-216.978,116.33,958.532,-242.254,140.117,868.095,-258.03,167.06,832.064,-214.977,185.199,862.786,288.843,82.1084,1057.67,228.19,64.4293,1035.88,325.708,133.949,956.234,341.311,139.731,866.187,359.246,168.91,830.492,324.447,194.667,874.171
1104,0,-180.093,84.1928,1050.43,-116.518,92.6794,1026.77,-210.974,115.3,955.697,-233.885,138.985,864.397,-248.573,165.488,827.354,-206.319,183.521,859.725,283.414,82.8903,1055.57,222.569,63.9248,1035.31,317.013,133.908,952.8,330.033,139.038,862.591,346.984,168.195,826.325,312.817,194.199,870.424
1105,0,-176.72,83.4578,1049.08,-113.022,90.8269,1026.5,-205.573,114.423,953.421,-226.445,137.731,861.349,-239.672,163.557,823.342,-198.408,182.537,856.866,278.545,83.417,1053.76,217.568,63.473,1034.88,308.639,133.986,949.767,319.052,139.132,859.316,334.538,167.347,822.212,302.307,193.371,867.564
1106,0,-173.856,83.2369,1047.89,-109.982,89.0068,1026.31,-200.724,113.992,951.492,-219.631,136.39,858.728,-231.305,161.871,819.217,-192.139,181.556,854.797,273.519,84.6223,1052.51,213.056,62.5772,1034.93,301.761,132.54,946.12,308.586,139.107,856.362,322.514,166.893,818.893,291.019,193.104,864.962
